category,company_name,official_website,evidence_url,evidence_type,bakuraku_product_use,industry,confidence,source_checked_date,evidence_title
confirmed_customer,株式会社フォトラクション,https://corporate.photoruction.com/,https://bakuraku.jp/case/photoruction/,Official Bakuraku customer story,バクラクビジネスカード,情報通信業,high,2026-08-20,「バクラクはひとつの最適解」1人経理で5営業日締めを実現した方法とは
confirmed_customer,株式会社プリメディカ,https://www.premedica.co.jp/,https://bakuraku.jp/case/premedica/,Official Bakuraku customer story,バクラク請求書発行 | バクラク債権管理,医療・福祉,high,2026-08-20,自動入金消込で月10時間の削減に成功。9割のペーパーレス化に成功した請求書発行〜消込〜督促業務の改革
confirmed_customer,株式会社プルータス・コンサルティング,https://www.plutuscon.jp/,https://bakuraku.jp/case/plutuscon/,Official Bakuraku customer story,バクラクビジネスカード,専門・技術サービス,high,2026-08-20,従業員からの領収書回収率を250%改善！プルータス・コンサルティングがバクラクビジネスカード導入で全社DXと法令対応を実現
confirmed_customer,株式会社プレイド,https://plaid.co.jp/,https://bakuraku.jp/case/plaid/,Official Bakuraku customer story,バクラク請求書受取,情報通信業,high,2026-08-20,事業成長に伴う請求書処理の課題は「バクラク請求書」で解決。工数削減・ミス防止の効果を実感。
confirmed_customer,株式会社ベルク,https://www.belc.jp/,https://bakuraku.jp/case/belc/,Official Bakuraku customer story,バクラクビジネスカード,卸売・小売・商社,high,2026-08-20,141店舗に法人カードを配付し、小口現金を廃止。小売業界の先駆者としてバックオフィスDX推進
confirmed_customer,株式会社ペッカー精工,https://pecker-seiko.com/,https://bakuraku.jp/case/pecker-seiko/,Official Bakuraku customer story,バクラク経費精算,製造業,high,2026-08-20,小口現金から立替経費精算への移行を実現！ものづくり企業がバクラク経費精算とともに進めたデジタル改革
confirmed_customer,株式会社ホーライ,https://horai-web.com/,https://bakuraku.jp/case/horai/,Official Bakuraku customer story,バクラク申請 | バクラク請求書発行 | バクラク債権管理 | バクラク勤怠 | バクラク電子帳簿保存,製造業,high,2026-08-20,「完全紙文化」をAI活用で一変。ZERO ONEとホーライがコスト削減まで実現したバックオフィス業務の自動化とは
confirmed_customer,株式会社レスタス,https://corp.lestas.jp/,https://bakuraku.jp/case/lestas/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,製造業,high,2026-08-20,「N：Nで稟議と申請を紐付けられることに感動」バクラクで照合作業の効率化を実現
confirmed_customer,株式会社一休,https://www.ikyu.co.jp/,https://bakuraku.jp/case/ikyu/,Official Bakuraku customer story,バクラクビジネスカード,情報通信業,high,2026-08-20,“ユーザーファースト”を体現するための開発者体験とは？
confirmed_customer,株式会社中日ドラゴンズ,https://dragons.jp/,https://bakuraku.jp/case/dragons/,Official Bakuraku customer story,バクラクビジネスカード | バクラク申請 | バクラク経費精算 | バクラク請求書受取,生活関連サービス業・娯楽業,high,2026-08-20,中日ドラゴンズがバクラク導入で支払管理を一元化。経理と従業員の負担削減に成功した方法
confirmed_customer,株式会社令和トラベル,https://www.reiwatravel.co.jp/,https://bakuraku.jp/case/reiwatravel/,Official Bakuraku customer story,バクラク請求書受取,生活関連サービス業・娯楽業,high,2026-08-20,経理の初心者が挑んだ、経理のバクラク化！記載漏れや支払いミスを未然に防ぎ、請求書の処理を70％カット
confirmed_customer,株式会社伊豆シャボテン公園,https://shaboten.co.jp/,https://bakuraku.jp/case/shaboten/,Official Bakuraku customer story,バクラクビジネスカード,生活関連サービス業・娯楽業,high,2026-08-20,プリペイドカード“以上”の安心感と利便性。株式会社伊豆シャボテン公園がバクラクビジネスカード導入で完全ペーパーレス化を実現
confirmed_customer,株式会社千葉薬品,https://yacs.jp/,https://bakuraku.jp/case/yacs/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取 | バクラク請求書発行,医療・福祉 | 卸売・小売・商社,high,2026-08-20,社内外のニーズに応える柔軟な帳票発行。多彩な権限管理で統制強化も叶う多店舗・多事業にもフィットする経理DXシステム
confirmed_customer,株式会社好信,https://k-yoshinobu.co.jp/,https://bakuraku.jp/case/yoshinobu/,Official Bakuraku customer story,バクラク請求書受取 | バクラク電子帳簿保存,卸売・小売・商社,high,2026-08-20,請求書処理で月10時間、帳簿書類の保存では月40時間を削減！老舗専門商社が挑む、バックオフィスのバクラク化
confirmed_customer,株式会社寿々,https://juju-g.co.jp/,https://bakuraku.jp/case/juju/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算,医療・福祉,high,2026-08-20,「利用者様の笑顔を増やすために」ワークフロー刷新により、スタッフの間接業務の削減と社内規程を守る仕組みを実現
confirmed_customer,横関油脂工業株式会社,https://yokozeki-yushi.jp/,https://bakuraku.jp/case/yokozeki-yushi/,Official Bakuraku customer story,バクラク請求書受取,製造業,high,2026-08-20,年商55億円企業の経理をひとりで担当する私がバクラクを選んだ決め手とは
confirmed_customer,町田ガス株式会社,https://machida-gas.co.jp/,https://bakuraku.jp/case/machida-gas/,Official Bakuraku customer story,バクラク請求書発行,医療・福祉 | 卸売・小売・商社 | 金融業・保険業,high,2026-08-20,複数拠点・複数部署の発行帳票をバクラク請求書発行で一元管理。書類ごとの権限管理も活用
confirmed_customer,社会医療法人 恵佑会,https://www.houseikai.or.jp/,https://bakuraku.jp/case/keiyukai/,Official Bakuraku customer story,バクラク請求書受取,医療・福祉,high,2026-08-20,9人日相当の経理業務を軽減！ベテランの退職から始まった、恵佑会札幌病院とAZUREの経理業務デジタル化
confirmed_customer,社会医療法人 頌徳会,https://www.syo.or.jp/,https://bakuraku.jp/case/syotoku/,Official Bakuraku customer story,バクラク申請 | バクラク経費精算 | バクラク請求書受取,医療・福祉,high,2026-08-20,人手不足時代を見据え、属人化しない仕組みへ。社会医療法人 頌徳会が一気通貫の自動化で時間外労働時間の88%削減を実現
confirmed_customer,税理士法人CROSSROAD,http://www.crossroad.or.jp/,https://bakuraku.jp/case/crossroad/,Official Bakuraku customer story,バクラク請求書受取,税理士事務所・会計事務所,high,2026-08-20,顧問先企業の月次決算早期化に役立つバクラク請求書の魅力とは
confirmed_customer,税理士法人アイユーコンサルティング,https://www.taxlawyer328.jp/,https://bakuraku.jp/case/iucg/,Official Bakuraku customer story,バクラク請求書受取,税理士事務所・会計事務所,high,2026-08-20,乗り換えの決め手は“経理担当者目線”の機能とUX。ツールにこだわる税理士が評価した「バクラク請求書」の真価とは
confirmed_customer,若原義敬税理士事務所,,https://bakuraku.jp/case/wakaharayoshitakazeirisijimusyo/,Official Bakuraku customer story,バクラク申請 | バクラク請求書受取,税理士事務所・会計事務所,high,2026-08-20,バクラクは経理の仕事が「ワクワクする」ツール。税理士事務所がスタートアップ企業にバクラクを勧めるワケ
confirmed_customer,西尾レントオール株式会社,https://www.nishio-rent.co.jp/,https://bakuraku.jp/case/nishio-rent/,Official Bakuraku customer story,バクラク請求書発行,不動産業・物品賃貸業,high,2026-08-20,丸2日間かかる紙の請求書発行を大幅削減。200拠点で発行業務を担う西尾レントオールが語るバクラクの効果と導入の舞台裏
confirmed_customer,高山石油ガス株式会社,https://www.takayama-gas.jp/,https://bakuraku.jp/case/takayamasekiyu/,Official Bakuraku customer story,バクラクビジネスカード,卸売・小売・商社,high,2026-08-20,グループ創業から110年。高山石油ガス株式会社がバクラクビジネスカード導入で小口現金運用と紙の領収書保管を廃止
